,open,high,low,close,volume
1508,121.2600,121.7900,120.1700,120.7300,3993597
1509,122.5100,122.8800,121.0000,121.1600,3560790
1510,123.2500,123.8100,120.0000,120.8900,5043081
1511,119.7400,121.6800,118.5200,121.1300,6549506
1512,123.9000,124.0500,118.8700,119.3400,7019616
1513,119.7200,123.9100,119.3010,123.9100,6938049
1514,124.4900,124.9200,121.3300,121.6000,6000697
1515,125.6700,126.5900,124.3600,125.3100,5843112
1516,121.6600,124.6900,121.4800,124.2700,7251590
1517,122.4400,123.1200,121.4000,121.4800,5200113
1518,121.0100,123.0900,120.2200,123.0000,5104520
1519,118.3800,120.0400,118.3700,120.0300,4903771
1520,118.3700,120.2500,118.0600,119.5600,5011130
1521,118.0900,118.3382,116.9100,117.1900,2334730
1522,117.6100,119.5100,117.3900,118.5700,5335842
1523,118.4900,119.4900,116.7000,117.2000,6233777
1524,121.6300,122.1800,119.7700,120.3100,4131238
1525,120.8900,121.8500,120.5400,121.5700,4076315
1526,119.6600,121.4400,119.5100,121.4400,5207973
1527,121.1100,121.9300,119.7700,120.2000,4762275
1528,121.1900,122.2500,119.9000,120.8400,4084385
1529,123.5000,123.5700,120.6500,120.9000,5379113
1530,123.6100,124.5700,121.9600,123.5400,6961902
1531,122.6600,124.4000,122.6300,123.3800,10396439
1532,123.7900,125.0600,122.3300,124.8400,12382666
1533,120.7000,123.8100,120.3100,123.1200,9597392
1534,116.1000,120.7700,116.0000,120.0600,9144598
1535,117.5100,117.7500,114.5400,115.6700,10592681
1536,115.5000,117.0000,115.1100,116.8300,13626730
1537,116.4900,116.5000,114.0900,115.4300,21644978
1538,120.4800,121.5000,115.1500,115.4000,21458594
1539,119.3400,123.9500,118.3000,119.6400,20450448
1540,125.2100,125.7800,123.7100,124.7900,8767029
1541,127.2500,127.7900,125.1400,126.4500,10304327
1542,131.1700,131.6900,127.0000,127.2100,5710320
1543,129.0200,131.9000,128.4100,131.2100,6463580
1544,129.5800,130.4400,128.4000,130.0200,5719518
1545,130.6500,131.8900,127.9600,129.1000,7791636
1546,132.7300,133.4000,130.0400,130.5500,10011678
1547,135.8900,137.1500,133.4200,134.0500,19464000
1548,142.9300,145.4500,141.5800,145.1200,8695489
1549,140.3800,142.2600,140.1400,141.1300,4965533
1550,141.1200,141.5400,139.0800,140.8500,6563403
1551,142.6200,144.1900,138.7800,139.0200,8710491
1552,147.5000,147.6900,142.5000,142.6900,5547697
1553,148.0800,148.3600,146.9300,147.2400,3642496
1554,148.5000,149.0700,147.1800,148.3900,3239347
1555,150.9000,151.7900,147.8700,149.0300,4602252
1556,151.6900,152.8000,150.3600,151.3100,4238143
1557,154.0000,154.3600,152.8000,153.2200,3315298
1558,152.9900,153.8400,152.5000,153.7500,3030125
1559,151.7100,153.4200,151.7100,153.0000,3757419
1560,151.1600,151.6300,150.7900,151.2100,3305798
1561,152.0100,152.3900,151.1600,151.5000,3477643
1562,152.4000,153.3500,151.3400,151.6100,7401862
1563,149.9100,150.4100,148.3600,148.9100,4397457
1564,151.1000,151.2000,149.4600,150.0300,4264984
1565,151.4800,152.6000,150.7400,151.3500,19947878
1566,149.5800,151.3800,149.4400,151.1500,5952223
1567,148.6300,149.9600,148.2300,149.0600,4246382
1568,147.7600,148.9900,147.4700,148.5600,3629596
1569,148.4400,149.0700,147.7700,147.9400,3551882
1570,148.8500,149.3000,147.7800,148.3300,3452144
1571,147.3500,149.0000,147.1200,148.9500,5346540
1572,146.3700,147.9800,146.0300,146.5700,4506679
1573,146.0000,146.9900,145.2500,146.4900,3374774
1574,146.6000,147.3000,145.5600,145.6500,3618209
1575,145.9400,146.5000,145.1200,145.4500,4693127
1576,146.8800,147.6600,145.5400,146.3900,4248831
1577,145.1900,146.7500,145.0500,146.6600,3126540
1578,145.9800,146.1900,144.8100,145.6800,3326153
1579,145.7200,146.7800,145.5400,146.4800,3488476
1580,147.0300,147.3000,145.2500,145.9300,3340369
1581,146.8700,147.9300,146.6000,147.5400,3153845
1582,146.9500,146.9900,146.1900,146.5900,2455328
1583,146.9400,147.6200,146.5200,146.6900,3491565
1584,145.4600,146.0900,144.8700,146.0400,2776813
1585,145.0400,145.5200,144.7500,145.3700,2220603
1586,146.0100,146.1600,145.1900,145.2400,2388961
1587,147.0000,147.1200,145.8900,145.9700,3106876
1588,146.3700,147.1600,146.1500,146.5100,2499654
1589,144.7900,146.3900,144.6900,146.0600,2678820
1590,144.3700,145.6800,144.3700,145.3400,5250878
1591,142.5500,144.0000,142.0000,143.9100,4241496
1592,143.0000,143.8200,142.9300,143.3600,2860041
1593,144.1500,144.3000,142.5300,142.7100,2858842
1594,144.5000,145.0700,143.8800,144.4800,3003158
1595,145.5300,145.9400,144.7300,144.7700,3093504
1596,147.3300,147.4300,146.2400,146.8900,3581746
1597,146.6500,147.6400,146.3500,147.0100,3508758
1598,146.9500,147.2000,145.5700,146.0300,3913743
1599,143.2400,147.9200,143.0000,147.7000,8053567
1600,142.8600,143.3600,142.3300,142.9600,3841447
1601,144.7600,145.1900,143.3400,143.5000,3388386
1602,145.7400,145.8000,144.1600,144.9300,5474478
1603,144.8000,146.2400,144.6900,145.4900,3608283
1604,146.8900,147.1400,144.6600,145.1500,3749642
1605,147.4300,149.2700,146.6300,146.7100,4778022
1606,146.0100,146.6500,145.5000,146.6200,3623182
1607,146.7000,147.0400,145.9200,146.3800,3891625
1608,146.3500,146.7000,145.0100,145.7000,3897892
1609,148.5800,148.8600,146.2600,146.3500,6415972
1610,147.8500,150.5400,147.2500,149.2400,14655804
1611,143.5100,144.8000,142.7400,144.5200,6935288
1612,144.7500,145.0000,143.3400,143.4900,5096741
1613,145.6700,145.7900,144.2100,145.4600,3468817
1614,146.4500,146.9800,145.8000,145.9000,3067638
1615,145.8500,146.8300,145.7400,146.4500,3119505
1616,144.0000,146.1900,144.0000,144.9400,3526565
1617,144.5100,145.5900,144.2600,144.7100,3776991
1618,142.5900,144.7200,142.4700,144.3900,3904652
1619,141.5300,142.9400,141.1700,142.4800,2910426
1620,140.4800,141.4300,139.9300,141.4300,3744730
1621,140.6500,140.9400,139.3700,139.5700,1963232
1622,138.2800,140.2200,138.2000,139.8600,3405642
1623,140.3200,141.3600,139.6100,139.7000,3753684
1624,138.1000,140.5400,137.9500,140.0400,4523666
1625,139.1100,139.7800,137.4500,137.4800,4097588
1626,139.3600,139.8500,138.3300,139.0800,4139455
1627,140.4000,140.4000,138.2800,138.7900,8937085
1628,141.6400,141.8100,140.7800,141.2800,6013678
1629,142.5900,143.1400,140.8300,141.2500,3887650
1630,144.2200,144.5200,142.4100,142.6300,3329917
1631,143.1200,144.2200,142.9500,143.9000,3487015
1632,144.1800,144.5200,143.1400,144.4800,4286406
1633,144.9000,145.4700,143.7000,145.3900,9116048
1634,146.6500,146.9800,145.0900,145.2000,3326343
1635,146.7900,147.4700,146.2000,146.3500,2968180
1636,147.1000,147.5200,146.6200,146.8700,2640515
1637,146.6200,147.4100,146.1400,146.5800,3259986
1638,145.0000,146.4300,144.3700,146.1400,5210468
1639,145.0000,146.7000,144.9300,145.3600,4316484
1640,144.3400,144.7200,143.5400,144.7100,3220139
1641,143.0500,144.0800,143.0400,143.7000,2836017
1642,142.3000,143.1700,142.1800,143.0400,3035257
1643,142.4300,142.8400,141.6200,141.9500,3857530
1644,142.8100,142.8100,141.0500,141.3100,6830256
1645,141.9000,143.1000,141.8200,142.6200,5118530
1646,142.5300,142.8900,140.2100,141.2200,4537638
1647,143.9000,144.5700,143.4600,143.6400,4914294
1648,144.3900,144.4800,142.9500,144.0700,3398701
1649,144.3500,144.7000,143.4800,144.6700,3459747
1650,145.5200,146.2000,145.0000,145.0900,2284020
1651,144.9500,146.0400,144.6800,145.4900,2894698
1652,144.4700,144.9400,143.9900,144.0800,2682243
1653,144.5000,145.1900,143.7700,144.5000,3147659
1654,143.7000,145.0300,143.2700,144.6300,3168659
1655,143.5000,143.9900,142.9200,143.7400,4089397
1656,144.4700,145.1200,144.1400,144.3000,3216062
1657,144.1100,144.8500,143.5800,144.1400,3073167
1658,143.1500,144.3300,143.0100,144.2400,3726608
1659,141.9000,143.0200,141.2800,142.6100,4195953
1660,143.0000,143.5100,142.0600,143.0000,5369119
1661,144.0000,144.3200,142.6400,143.2200,3657009
1662,141.1000,144.3500,140.2800,143.9100,4402170
1663,142.1300,142.2300,139.9000,141.9900,5018592
1664,144.4600,144.8200,142.0700,142.4500,5194917
1665,144.6500,145.0200,143.4700,145.0000,4433393
1666,146.8600,147.3800,144.9600,144.9600,4415533
1667,146.8400,147.2500,145.6600,146.4800,3205482
1668,146.6000,147.3600,146.2000,146.7200,4265812
1669,145.7900,146.4000,144.1100,145.9400,7324654
1670,146.5100,147.3000,144.5300,145.5600,4916476
1671,145.0300,145.9600,144.3300,145.8600,5315625
1672,147.9000,147.9700,144.5100,144.9000,8265643
1673,149.1900,149.2100,146.6200,147.7000,8086056
1674,152.1400,152.6300,148.2600,148.7900,20381695
1675,158.8200,162.0000,158.5100,160.9100,10207534
1676,157.9900,159.1400,157.6700,157.8900,4186755
1677,158.6700,159.2200,155.9100,156.7100,4057058
1678,156.7500,158.9800,156.6700,158.0700,5639444
1679,154.3700,155.7800,153.8800,155.3600,3306539
1680,155.0300,156.6000,154.7500,155.3900,3955952
1681,151.8000,154.6600,151.7400,152.6900,4413178
1682,153.4600,153.9500,149.5400,150.5700,3672919
1683,154.4400,154.9200,153.3400,154.0300,3185388
1684,147.8900,154.4700,147.4500,154.1200,4805261
1685,150.8000,151.0000,148.3000,149.8500,4135696
1686,153.3400,153.3800,148.4300,150.0700,5150435
1687,153.0700,153.8900,151.0800,153.4300,3419959
1688,152.0700,153.8600,151.8900,152.5200,3664826
1689,153.9500,154.8700,151.1600,151.9100,3810994
1690,151.2100,153.6600,150.2800,153.3700,4038586
1691,152.2500,152.5800,148.5400,148.8900,4389015
1692,155.0000,155.2500,152.0000,152.0900,4617371
1693,156.5700,158.2000,155.9200,156.6900,3240695
1694,157.5200,157.9300,155.2900,156.2000,4296935
1695,159.7100,159.8900,156.4500,157.3500,5415258
1696,160.0600,161.9800,159.6400,160.2600,8447294
1697,158.7100,161.2500,158.5200,159.6100,3860479
1698,160.1700,160.6800,157.7400,158.1200,3614293
1699,160.0900,162.1100,158.8100,159.3200,4097662
1700,159.6400,161.0200,158.8700,160.2600,5056489
1701,157.4700,159.5800,157.3000,159.3100,4783247
1702,159.0000,159.5700,155.0700,156.2100,6095521
1703,155.0000,158.8300,154.7300,158.3200,4607677
1704,157.2800,157.8900,155.1600,155.7200,3685736
1705,154.1200,157.4900,153.7500,156.9500,3670630
1706,152.7900,154.7600,151.8800,154.4900,3261141
1707,155.5300,156.9700,152.7900,153.8100,4039339
1708,157.5000,158.1400,155.8000,155.8300,3761597
1709,158.4600,159.7800,156.5300,156.5500,4192962
1710,155.8100,158.8800,155.5100,158.5800,3576723
1711,154.3000,155.8500,154.0700,155.5200,3208908
1712,154.5000,155.0400,152.7900,153.1800,4017699
1713,155.4300,156.7900,153.9000,153.9600,3492694
1714,155.7900,155.9600,153.8700,155.1600,4267801
1715,155.7100,157.7900,155.6900,156.1800,4239560
1716,155.5000,156.8600,153.7000,156.0100,5525079
1717,150.1900,155.0000,150.0000,154.7600,5422862
1718,150.9000,151.1800,149.6400,150.7500,4854790
1719,150.9000,152.4000,150.3000,151.4000,5659623
1720,148.6000,150.5400,144.4000,149.5100,7763603
1721,152.4800,153.1600,147.5000,147.5900,6599136
1722,154.1700,155.3400,153.2800,153.8500,6069258
1723,150.2900,155.4900,149.1100,155.3400,9823824
1724,157.8900,158.5000,150.0000,152.5300,8600416
1725,161.7000,162.0000,158.8700,159.0300,5174779
1726,163.1900,164.1300,161.9000,162.4000,4422505
1727,163.7500,164.9900,162.7600,163.7000,4025105
1728,166.2100,166.7700,163.1600,163.6200,4796200
1729,167.4500,168.3900,166.0100,166.8000,3423903
1730,166.1200,167.4100,165.7900,167.3400,3664496
1731,165.9100,166.7800,165.1900,165.4700,3240177
1732,166.7500,168.7200,164.8200,165.3700,5507664
1733,162.8200,166.2600,162.5100,166.2500,7417268
1734,161.5100,163.9800,161.1100,162.6000,8340507
1735,164.4600,165.4000,161.3000,162.3700,21079530
1736,170.0000,171.1300,168.1500,169.1200,10948033
1737,168.0100,169.1300,167.2600,168.6500,11630539
1738,165.1000,165.2900,163.3500,163.8500,7588202
1739,164.0200,164.7400,163.0300,163.1400,5007254
1740,164.8000,164.9400,163.3000,164.2000,3783614
1741,162.9100,164.3300,162.5000,164.1800,4150836
1742,163.9000,164.5300,163.0600,163.8300,4333418
1743,162.6600,163.9100,161.7000,163.4700,5101023
1744,162.4400,162.9000,161.1000,162.4900,5162075
1745,159.6500,162.3200,159.3700,161.7000,7363843
1746,157.3400,159.8100,156.3300,158.4900,9439063
1747,154.5000,154.8100,153.5400,154.2500,4195225
1748,154.1700,154.7200,153.4200,153.4200,3310894
1749,153.2000,154.1200,153.2000,154.0400,2669076
1750,152.9500,153.1800,152.6100,153.1300,2116522
1751,152.5100,153.8600,152.5000,152.8300,2477240
1752,151.8200,153.0000,151.5000,152.5000,2982114
1753,153.1700,153.4600,151.4900,151.5000,4126632
1754,153.6500,153.8900,152.7800,152.9500,3771425
1755,154.1350,154.1700,153.0900,153.2300,4111495
1756,153.4100,154.1800,153.2100,153.3300,5054265
1757,153.7500,153.8000,152.0300,152.5000,10469312
1758,154.5000,155.1100,153.7000,154.0000,4623845
1759,156.6000,156.7300,153.8900,153.9100,5624428
1760,155.2000,157.8500,155.1600,156.7400,6314835
1761,154.9700,155.8900,154.5700,155.4100,4068982
1762,153.9400,155.0300,153.5500,154.8100,3440847
1763,154.0300,154.4500,153.2600,153.5700,3768443
1764,155.6900,156.2200,154.0900,154.1000,3345712
1765,156.4500,156.7400,154.6800,155.3500,5042724
1766,155.6700,156.8000,155.0700,156.4600,4639109
1767,154.4000,155.0200,152.9100,154.7600,5567852
1768,153.6500,154.4100,153.0800,153.9700,6500769
1769,152.8100,153.6100,152.1700,153.5500,5098702
1770,152.3500,152.9300,151.7000,152.4700,3915618
1771,152.0600,152.4900,151.6200,151.9800,3303663
1772,151.9500,152.2000,151.3300,151.8400,1193025
1773,152.0000,152.3900,151.3300,151.7700,3125416
1774,151.3000,152.4500,151.2000,151.9500,3756184
1775,150.6400,151.9500,149.9000,150.5100,5654091
1776,149.3400,150.1500,148.8300,148.9700,4865373
1777,147.7300,149.6500,147.5000,149.1200,5393609
1778,148.0000,148.7050,146.2110,147.1000,4695745
1779,147.9500,148.9700,147.4900,148.8900,3691934
1780,148.8800,149.0000,147.9200,148.4000,5085257
1781,150.6500,150.8900,149.1400,149.1600,4304369
1782,149.9300,151.8000,149.8600,150.3000,4770841
1783,151.6000,151.7944,150.2800,151.5700,4630031
1784,151.3700,151.5100,150.5000,151.3500,3688378
1785,151.7700,151.8200,150.2800,150.8400,4498372
1786,153.4200,153.4700,151.4900,151.5800,4420582
1787,154.1800,154.4900,152.9100,153.3500,3388284
1788,154.1000,154.9000,153.8300,154.0300,3228302
1789,154.3300,154.9300,152.9300,154.0600,4224346
1790,153.7600,154.5900,152.7100,154.3600,4206189
1791,154.5400,154.6300,152.9110,153.6800,4893779
1792,154.3100,155.1200,153.5400,153.6000,4253664
1793,156.0100,156.3700,153.0600,153.4950,5443794
